Store,Dept,Product,Date,Weekly_Sales,Revenue,Quantity,Unit_Price,Discount,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Type,Size,Region,Category,Profit,Profit_Margin,Customer_Segment
12,16,Outdoor Play Set,2021-06-04,37398.01,37398.01,132,316.2,0.104,0,66.6,2.285,210.995,6.77,B,65916,Midwest,Toys,8972.88,0.2399,Value
12,20,All-Weather Mats,2021-06-04,17949.81,17949.81,124,152.22,0.049,0,66.6,2.285,210.995,6.77,B,65916,Midwest,Automotive,2796.39,0.1558,Value
12,24,Garden Tool Set,2021-06-04,32432.02,32432.02,346,97.13,0.035,0,66.6,2.285,210.995,6.77,B,65916,Midwest,Garden,4858.81,0.1498,Value
12,28,Summer Cooler,2021-06-04,21427.19,21427.19,220,97.69,0.003,0,66.6,2.285,210.995,6.77,B,65916,Midwest,Seasonal,5800.72,0.2707,Convenience
13,1,Bakery Value Pack,2021-06-04,57049.34,57049.34,327,190.25,0.083,0,66.6,2.285,210.995,6.77,A,163858,Northeast,Grocery,14069.87,0.2466,Convenience
13,3,Laundry Detergent,2021-06-04,68582.72,68582.72,389,190.19,0.073,0,66.6,2.285,210.995,6.77,A,163858,Northeast,Household,14547.93,0.2121,Family
13,5,Wireless Headphones,2021-06-04,80955.56,80955.56,336,251.24,0.041,0,66.6,2.285,210.995,6.77,A,163858,Northeast,Technology,9728.74,0.1202,Convenience
13,7,Winter Jacket,2021-06-04,85875.61,85875.61,141,667.08,0.087,0,66.6,2.285,210.995,6.77,A,163858,Northeast,Apparel,10183.03,0.1186,Value
13,10,Vitamin Bundle,2021-06-04,44295.47,44295.47,130,360.18,0.054,0,66.6,2.285,210.995,6.77,A,163858,Northeast,Pharmacy,8715.58,0.1968,Premium
13,12,Cookware Combo,2021-06-04,56627.08,56627.08,326,182.65,0.049,0,66.6,2.285,210.995,6.77,A,163858,Northeast,Home,8689.4,0.1534,Family
13,16,Board Game Pack,2021-06-04,80079.32,80079.32,339,239.58,0.014,0,66.6,2.285,210.995,6.77,A,163858,Northeast,Toys,10653.93,0.133,Family
13,20,All-Weather Mats,2021-06-04,67709.89,67709.89,131,542.36,0.047,0,66.6,2.285,210.995,6.77,A,163858,Northeast,Automotive,18329.07,0.2707,Value
13,24,Outdoor Lighting,2021-06-04,98976.14,98976.14,290,370.57,0.079,0,66.6,2.285,210.995,6.77,A,163858,Northeast,Garden,11945.47,0.1207,Family
13,28,Holiday Decor Box,2021-06-04,53517.36,53517.36,94,589.37,0.034,0,66.6,2.285,210.995,6.77,A,163858,Northeast,Seasonal,16122.64,0.3013,Convenience
14,1,Great Value Cereal,2021-06-04,30213.07,30213.07,168,190.31,0.055,0,66.6,2.285,210.995,6.77,A,138132,South,Grocery,8348.61,0.2763,Family
14,3,Laundry Detergent,2021-06-04,36700.78,36700.78,275,144.59,0.077,0,66.6,2.285,210.995,6.77,A,138132,South,Household,9598.31,0.2615,Premium
14,5,Wireless Headphones,2021-06-04,41277.89,41277.89,235,177.42,0.01,0,66.6,2.285,210.995,6.77,A,138132,South,Technology,10151.88,0.2459,Value
14,7,Athletic Shoes,2021-06-04,30987.04,30987.04,339,97.97,0.067,0,66.6,2.285,210.995,6.77,A,138132,South,Apparel,4306.47,0.139,Value
14,10,First Aid Kit,2021-06-04,22781.04,22781.04,385,60.63,0.024,0,66.6,2.285,210.995,6.77,A,138132,South,Pharmacy,3715.16,0.1631,Premium
14,12,Bedding Set,2021-06-04,31684.13,31684.13,380,94.0,0.113,0,66.6,2.285,210.995,6.77,A,138132,South,Home,6105.72,0.1927,Premium
14,16,Outdoor Play Set,2021-06-04,37919.18,37919.18,290,138.07,0.053,0,66.6,2.285,210.995,6.77,A,138132,South,Toys,6378.68,0.1682,Convenience
14,20,All-Weather Mats,2021-06-04,35676.04,35676.04,278,137.69,0.068,0,66.6,2.285,210.995,6.77,A,138132,South,Automotive,4890.92,0.1371,Premium
14,24,Patio Planter,2021-06-04,55438.36,55438.36,300,191.5,0.035,0,66.6,2.285,210.995,6.77,A,138132,South,Garden,9809.0,0.1769,Premium
14,28,Holiday Decor Box,2021-06-04,28997.6,28997.6,142,228.93,0.108,0,66.6,2.285,210.995,6.77,A,138132,South,Seasonal,2408.66,0.0831,Premium
15,1,Bakery Value Pack,2021-06-04,16715.45,16715.45,396,44.34,0.048,0,66.6,2.285,210.995,6.77,B,63717,South,Grocery,3414.75,0.2043,Value
15,3,Kitchen Towels,2021-06-04,19073.73,19073.73,292,75.69,0.137,0,66.6,2.285,210.995,6.77,B,63717,South,Household,2039.2,0.1069,Convenience
15,5,Tablet Essentials Kit,2021-06-04,21089.49,21089.49,175,131.56,0.084,0,66.6,2.285,210.995,6.77,B,63717,South,Technology,3284.73,0.1558,Premium
15,7,Athletic Shoes,2021-06-04,29161.97,29161.97,364,82.59,0.03,0,66.6,2.285,210.995,6.77,B,63717,South,Apparel,8439.61,0.2894,Convenience
15,10,Vitamin Bundle,2021-06-04,15589.75,15589.75,266,64.12,0.086,0,66.6,2.285,210.995,6.77,B,63717,South,Pharmacy,3887.34,0.2494,Family
15,12,Cookware Combo,2021-06-04,17350.66,17350.66,347,54.06,0.075,0,66.6,2.285,210.995,6.77,B,63717,South,Home,3984.22,0.2296,Premium
15,16,Board Game Pack,2021-06-04,32170.81,32170.81,172,195.85,0.045,0,66.6,2.285,210.995,6.77,B,63717,South,Toys,6945.14,0.2159,Convenience
15,20,Car Care Kit,2021-06-04,22252.86,22252.86,286,82.51,0.057,0,66.6,2.285,210.995,6.77,B,63717,South,Automotive,4291.97,0.1929,Value
15,24,Outdoor Lighting,2021-06-04,32341.91,32341.91,337,95.97,0,0,66.6,2.285,210.995,6.77,B,63717,South,Garden,9645.79,0.2982,Premium
15,28,Summer Cooler,2021-06-04,18837.65,18837.65,181,107.74,0.034,0,66.6,2.285,210.995,6.77,B,63717,South,Seasonal,2394.9,0.1271,Convenience
1,1,Great Value Cereal,2021-06-11,27357.36,27357.36,337,85.45,0.05,0,68.33,2.387,211.593,6.559,A,117097,Northeast,Grocery,6567.32,0.2401,Premium
1,3,Kitchen Towels,2021-06-11,28363.96,28363.96,394,77.83,0.075,0,68.33,2.387,211.593,6.559,A,117097,Northeast,Household,3562.86,0.1256,Value
1,5,Smart TV 43 Inch,2021-06-11,27770.89,27770.89,357,82.14,0.053,0,68.33,2.387,211.593,6.559,A,117097,Northeast,Technology,5104.72,0.1838,Family
1,7,Winter Jacket,2021-06-11,44516.31,44516.31,75,603.82,0.017,0,68.33,2.387,211.593,6.559,A,117097,Northeast,Apparel,13469.05,0.3026,Family
1,10,Vitamin Bundle,2021-06-11,23273.9,23273.9,240,99.97,0.03,0,68.33,2.387,211.593,6.559,A,117097,Northeast,Pharmacy,4583.98,0.197,Premium
1,12,Cookware Combo,2021-06-11,27969.76,27969.76,305,94.64,0.031,0,68.33,2.387,211.593,6.559,A,117097,Northeast,Home,4271.97,0.1527,Premium
1,16,Building Blocks,2021-06-11,40000.46,40000.46,204,205.54,0.046,0,68.33,2.387,211.593,6.559,A,117097,Northeast,Toys,9847.05,0.2462,Premium
1,20,All-Weather Mats,2021-06-11,31758.65,31758.65,51,691.14,0.099,0,68.33,2.387,211.593,6.559,A,117097,Northeast,Automotive,4510.48,0.142,Premium
1,24,Patio Planter,2021-06-11,41171.58,41171.58,411,104.68,0.043,0,68.33,2.387,211.593,6.559,A,117097,Northeast,Garden,9725.07,0.2362,Premium
1,28,Holiday Decor Box,2021-06-11,26919.22,26919.22,398,74.98,0.098,0,68.33,2.387,211.593,6.559,A,117097,Northeast,Seasonal,2601.5,0.0966,Value
2,1,Great Value Cereal,2021-06-11,29316.07,29316.07,88,372.64,0.106,0,68.33,2.387,211.593,6.559,B,187964,Midwest,Grocery,6999.87,0.2388,Premium
2,3,Kitchen Towels,2021-06-11,29511.24,29511.24,341,91.77,0.057,0,68.33,2.387,211.593,6.559,B,187964,Midwest,Household,4947.83,0.1677,Value
2,5,Wireless Headphones,2021-06-11,36889.27,36889.27,268,148.01,0.07,0,68.33,2.387,211.593,6.559,B,187964,Midwest,Technology,7135.48,0.1934,Family
2,7,Denim Jeans,2021-06-11,44758.09,44758.09,368,121.63,0,0,68.33,2.387,211.593,6.559,B,187964,Midwest,Apparel,7727.01,0.1726,Convenience
2,10,Wellness Pack,2021-06-11,22902.37,22902.37,310,75.16,0.017,0,68.33,2.387,211.593,6.559,B,187964,Midwest,Pharmacy,4453.65,0.1945,Premium
2,12,Storage Organizer,2021-06-11,31528.99,31528.99,140,244.52,0.079,0,68.33,2.387,211.593,6.559,B,187964,Midwest,Home,5782.16,0.1834,Convenience
2,16,Board Game Pack,2021-06-11,43440.49,43440.49,387,116.8,0.039,0,68.33,2.387,211.593,6.559,B,187964,Midwest,Toys,11524.91,0.2653,Family
2,20,All-Weather Mats,2021-06-11,29907.66,29907.66,299,101.04,0.01,0,68.33,2.387,211.593,6.559,B,187964,Midwest,Automotive,7306.65,0.2443,Convenience
2,24,Patio Planter,2021-06-11,49954.6,49954.6,292,185.35,0.077,0,68.33,2.387,211.593,6.559,B,187964,Midwest,Garden,8257.42,0.1653,Convenience
2,28,Back-to-School Kit,2021-06-11,29787.03,29787.03,201,158.84,0.067,0,68.33,2.387,211.593,6.559,B,187964,Midwest,Seasonal,8406.97,0.2822,Convenience
3,1,Great Value Cereal,2021-06-11,13956.84,13956.84,67,212.56,0.02,0,68.33,2.387,211.593,6.559,A,69561,West,Grocery,3793.33,0.2718,Family
3,3,Laundry Detergent,2021-06-11,17792.61,17792.61,358,52.21,0.048,0,68.33,2.387,211.593,6.559,A,69561,West,Household,5155.59,0.2898,Value
3,5,Wireless Headphones,2021-06-11,20371.19,20371.19,220,92.6,0,0,68.33,2.387,211.593,6.559,A,69561,West,Technology,6298.33,0.3092,Value
3,7,Winter Jacket,2021-06-11,20755.88,20755.88,53,419.74,0.067,0,68.33,2.387,211.593,6.559,A,69561,West,Apparel,5528.01,0.2663,Convenience
3,10,Wellness Pack,2021-06-11,13394.35,13394.35,103,143.38,0.093,0,68.33,2.387,211.593,6.559,A,69561,West,Pharmacy,2321.59,0.1733,Premium
3,12,Bedding Set,2021-06-11,17172.71,17172.71,288,66.77,0.107,0,68.33,2.387,211.593,6.559,A,69561,West,Home,2670.45,0.1555,Value
3,16,Board Game Pack,2021-06-11,25548.26,25548.26,388,68.09,0.033,0,68.33,2.387,211.593,6.559,A,69561,West,Toys,7228.98,0.283,Family
3,20,All-Weather Mats,2021-06-11,15856.72,15856.72,387,41.64,0.016,0,68.33,2.387,211.593,6.559,A,69561,West,Automotive,4540.49,0.2863,Convenience
3,24,Patio Planter,2021-06-11,28011.78,28011.78,90,329.36,0.055,0,68.33,2.387,211.593,6.559,A,69561,West,Garden,6289.47,0.2245,Premium
3,28,Summer Cooler,2021-06-11,15181.93,15181.93,309,52.6,0.066,0,68.33,2.387,211.593,6.559,A,69561,West,Seasonal,1833.26,0.1208,Family
4,1,Great Value Cereal,2021-06-11,36623.53,36623.53,334,113.98,0.038,0,68.33,2.387,211.593,6.559,B,187853,Northeast,Grocery,5478.79,0.1496,Convenience
4,3,Kitchen Towels,2021-06-11,46795.62,46795.62,238,202.08,0.027,0,68.33,2.387,211.593,6.559,B,187853,Northeast,Household,9350.39,0.1998,Family
4,5,Tablet Essentials Kit,2021-06-11,67921.98,67921.98,301,242.12,0.068,0,68.33,2.387,211.593,6.559,B,187853,Northeast,Technology,15672.37,0.2307,Convenience
4,7,Denim Jeans,2021-06-11,61423.54,61423.54,267,255.33,0.099,0,68.33,2.387,211.593,6.559,B,187853,Northeast,Apparel,6025.62,0.0981,Convenience
4,10,First Aid Kit,2021-06-11,38692.98,38692.98,147,275.04,0.043,0,68.33,2.387,211.593,6.559,B,187853,Northeast,Pharmacy,7909.22,0.2044,Family
4,12,Storage Organizer,2021-06-11,47885.65,47885.65,118,423.16,0.041,0,68.33,2.387,211.593,6.559,B,187853,Northeast,Home,11657.55,0.2434,Premium
4,16,Outdoor Play Set,2021-06-11,69747.71,69747.71,230,322.61,0.06,0,68.33,2.387,211.593,6.559,B,187853,Northeast,Toys,16453.7,0.2359,Family
4,20,Motor Oil Pack,2021-06-11,45519.54,45519.54,187,280.12,0.131,0,68.33,2.387,211.593,6.559,B,187853,Northeast,Automotive,9251.96,0.2033,Premium
4,24,Outdoor Lighting,2021-06-11,65582.95,65582.95,403,168.81,0.036,0,68.33,2.387,211.593,6.559,B,187853,Northeast,Garden,15388.79,0.2346,Convenience
4,28,Summer Cooler,2021-06-11,50166.58,50166.58,417,121.03,0.006,0,68.33,2.387,211.593,6.559,B,187853,Northeast,Seasonal,7561.9,0.1507,Family
5,1,Fresh Produce Bundle,2021-06-11,14030.4,14030.4,328,44.47,0.038,0,68.33,2.387,211.593,6.559,B,46703,West,Grocery,2061.32,0.1469,Family
5,3,Laundry Detergent,2021-06-11,16027.12,16027.12,215,81.38,0.084,0,68.33,2.387,211.593,6.559,B,46703,West,Household,3628.04,0.2264,Family
5,5,Smart TV 43 Inch,2021-06-11,17071.18,17071.18,118,152.77,0.053,0,68.33,2.387,211.593,6.559,B,46703,West,Technology,3744.32,0.2193,Value
5,7,Denim Jeans,2021-06-11,21016.46,21016.46,366,59.44,0.034,0,68.33,2.387,211.593,6.559,B,46703,West,Apparel,4230.13,0.2013,Convenience
5,10,First Aid Kit,2021-06-11,13295.63,13295.63,262,53.14,0.045,0,68.33,2.387,211.593,6.559,B,46703,West,Pharmacy,1604.45,0.1207,Value
5,12,Bedding Set,2021-06-11,16731.34,16731.34,252,69.89,0.05,0,68.33,2.387,211.593,6.559,B,46703,West,Home,2423.25,0.1448,Convenience
5,16,Building Blocks,2021-06-11,20393.65,20393.65,337,60.88,0.006,0,68.33,2.387,211.593,6.559,B,46703,West,Toys,3672.0,0.1801,Family
5,20,Car Care Kit,2021-06-11,15310.74,15310.74,229,71.89,0.07,0,68.33,2.387,211.593,6.559,B,46703,West,Automotive,4052.32,0.2647,Premium
5,24,Outdoor Lighting,2021-06-11,23882.68,23882.68,236,115.26,0.122,0,68.33,2.387,211.593,6.559,B,46703,West,Garden,4233.39,0.1773,Convenience
5,28,Summer Cooler,2021-06-11,13817.61,13817.61,322,44.47,0.035,0,68.33,2.387,211.593,6.559,B,46703,West,Seasonal,3886.97,0.2813,Value
6,1,Great Value Cereal,2021-06-11,22704.11,22704.11,64,392.86,0.097,0,68.33,2.387,211.593,6.559,B,134194,Midwest,Grocery,3162.21,0.1393,Premium
6,3,Laundry Detergent,2021-06-11,30336.31,30336.31,41,865.39,0.145,0,68.33,2.387,211.593,6.559,B,134194,Midwest,Household,4321.35,0.1424,Premium
6,5,Tablet Essentials Kit,2021-06-11,30279.32,30279.32,72,449.3,0.064,0,68.33,2.387,211.593,6.559,B,134194,Midwest,Technology,5744.64,0.1897,Convenience
6,7,Athletic Shoes,2021-06-11,39762.18,39762.18,251,172.94,0.084,0,68.33,2.387,211.593,6.559,B,134194,Midwest,Apparel,9108.57,0.2291,Convenience
6,10,Wellness Pack,2021-06-11,23491.32,23491.32,193,128.94,0.056,0,68.33,2.387,211.593,6.559,B,134194,Midwest,Pharmacy,5550.76,0.2363,Premium
6,12,Cookware Combo,2021-06-11,26771.47,26771.47,412,70.78,0.082,0,68.33,2.387,211.593,6.559,B,134194,Midwest,Home,3271.98,0.1222,Convenience
6,16,Board Game Pack,2021-06-11,43355.83,43355.83,390,126.62,0.122,0,68.33,2.387,211.593,6.559,B,134194,Midwest,Toys,6287.95,0.145,Premium
6,20,Car Care Kit,2021-06-11,27049.59,27049.59,373,75.86,0.044,0,68.33,2.387,211.593,6.559,B,134194,Midwest,Automotive,4626.83,0.171,Premium
6,24,Garden Tool Set,2021-06-11,48304.84,48304.84,352,146.14,0.061,0,68.33,2.387,211.593,6.559,B,134194,Midwest,Garden,9259.29,0.1917,Family
6,28,Back-to-School Kit,2021-06-11,29675.86,29675.86,352,84.31,0,0,68.33,2.387,211.593,6.559,B,134194,Midwest,Seasonal,6202.59,0.209,Convenience
7,1,Great Value Cereal,2021-06-11,14730.92,14730.92,263,58.22,0.038,0,68.33,2.387,211.593,6.559,C,133236,Midwest,Grocery,3886.35,0.2638,Convenience
7,3,Laundry Detergent,2021-06-11,21056.37,21056.37,45,508.61,0.08,0,68.33,2.387,211.593,6.559,C,133236,Midwest,Household,2191.4,0.1041,Premium
7,5,Smart TV 43 Inch,2021-06-11,23492.29,23492.29,102,249.26,0.076,0,68.33,2.387,211.593,6.559,C,133236,Midwest,Technology,2984.44,0.127,Value
7,7,Denim Jeans,2021-06-11,26512.69,26512.69,370,73.12,0.02,0,68.33,2.387,211.593,6.559,C,133236,Midwest,Apparel,5850.92,0.2207,Value
7,10,Wellness Pack,2021-06-11,13217.83,13217.83,288,51.57,0.11,0,68.33,2.387,211.593,6.559,C,133236,Midwest,Pharmacy,3303.37,0.2499,Premium
7,12,Storage Organizer,2021-06-11,18293.09,18293.09,251,77.04,0.054,0,68.33,2.387,211.593,6.559,C,133236,Midwest,Home,2402.15,0.1313,Convenience
7,16,Board Game Pack,2021-06-11,26779.58,26779.58,175,166.51,0.081,0,68.33,2.387,211.593,6.559,C,133236,Midwest,Toys,5520.41,0.2061,Convenience
7,20,All-Weather Mats,2021-06-11,20883.05,20883.05,373,59.0,0.051,0,68.33,2.387,211.593,6.559,C,133236,Midwest,Automotive,3551.99,0.1701,Family
7,24,Garden Tool Set,2021-06-11,24475.66,24475.66,107,261.12,0.124,0,68.33,2.387,211.593,6.559,C,133236,Midwest,Garden,4052.78,0.1656,Premium
7,28,Back-to-School Kit,2021-06-11,15519.34,15519.34,170,101.21,0.098,0,68.33,2.387,211.593,6.559,C,133236,Midwest,Seasonal,1663.58,0.1072,Convenience
8,1,Great Value Cereal,2021-06-11,38826.02,38826.02,84,521.69,0.114,0,68.33,2.387,211.593,6.559,A,135165,West,Grocery,6893.41,0.1775,Premium
8,3,Cleaning Starter Kit,2021-06-11,46497.26,46497.26,65,744.37,0.039,0,68.33,2.387,211.593,6.559,A,135165,West,Household,9073.99,0.1952,Convenience
8,5,Tablet Essentials Kit,2021-06-11,56472.31,56472.31,91,641.09,0.032,0,68.33,2.387,211.593,6.559,A,135165,West,Technology,8414.42,0.149,Convenience
8,7,Denim Jeans,2021-06-11,67079.1,67079.1,136,536.12,0.08,0,68.33,2.387,211.593,6.559,A,135165,West,Apparel,7295.31,0.1088,Premium
8,10,First Aid Kit,2021-06-11,38124.46,38124.46,290,144.15,0.088,0,68.33,2.387,211.593,6.559,A,135165,West,Pharmacy,10027.81,0.263,Convenience
8,12,Bedding Set,2021-06-11,42632.12,42632.12,40,1065.8,0,0,68.33,2.387,211.593,6.559,A,135165,West,Home,7933.1,0.1861,Family
8,16,Outdoor Play Set,2021-06-11,69469.08,69469.08,81,910.45,0.058,0,68.33,2.387,211.593,6.559,A,135165,West,Toys,8757.79,0.1261,Convenience
8,20,All-Weather Mats,2021-06-11,53611.12,53611.12,356,160.89,0.064,0,68.33,2.387,211.593,6.559,A,135165,West,Automotive,13987.84,0.2609,Family
8,24,Outdoor Lighting,2021-06-11,67499.51,67499.51,259,270.63,0.037,0,68.33,2.387,211.593,6.559,A,135165,West,Garden,8317.95,0.1232,Value
8,28,Holiday Decor Box,2021-06-11,37165.5,37165.5,361,108.48,0.051,0,68.33,2.387,211.593,6.559,A,135165,West,Seasonal,5886.56,0.1584,Convenience
9,1,Great Value Cereal,2021-06-11,26401.13,26401.13,45,625.47,0.062,0,68.33,2.387,211.593,6.559,B,185568,Northeast,Grocery,3321.26,0.1258,Value
9,3,Laundry Detergent,2021-06-11,32715.45,32715.45,187,189.54,0.077,0,68.33,2.387,211.593,6.559,B,185568,Northeast,Household,3204.42,0.0979,Value
9,5,Wireless Headphones,2021-06-11,35640.52,35640.52,352,103.74,0.024,0,68.33,2.387,211.593,6.559,B,185568,Northeast,Technology,5803.24,0.1628,Value
9,7,Athletic Shoes,2021-06-11,43157.05,43157.05,62,718.35,0.031,0,68.33,2.387,211.593,6.559,B,185568,Northeast,Apparel,12402.88,0.2874,Premium
9,10,First Aid Kit,2021-06-11,23884.92,23884.92,114,216.67,0.033,0,68.33,2.387,211.593,6.559,B,185568,Northeast,Pharmacy,5754.9,0.2409,Premium
9,12,Cookware Combo,2021-06-11,32328.4,32328.4,282,123.53,0.072,0,68.33,2.387,211.593,6.559,B,185568,Northeast,Home,4851.71,0.1501,Family
9,16,Building Blocks,2021-06-11,47486.44,47486.44,336,141.33,0,0,68.33,2.387,211.593,6.559,B,185568,Northeast,Toys,14415.19,0.3036,Premium
9,20,Car Care Kit,2021-06-11,37249.32,37249.32,132,313.55,0.1,0,68.33,2.387,211.593,6.559,B,185568,Northeast,Automotive,4535.73,0.1218,Value
9,24,Outdoor Lighting,2021-06-11,54110.44,54110.44,184,327.48,0.102,0,68.33,2.387,211.593,6.559,B,185568,Northeast,Garden,4848.45,0.0896,Premium
9,28,Back-to-School Kit,2021-06-11,30520.28,30520.28,266,122.19,0.061,0,68.33,2.387,211.593,6.559,B,185568,Northeast,Seasonal,4014.23,0.1315,Value
10,1,Great Value Cereal,2021-06-11,43467.03,43467.03,389,111.74,0,0,68.33,2.387,211.593,6.559,A,121854,West,Grocery,7774.43,0.1789,Convenience
10,3,Cleaning Starter Kit,2021-06-11,57602.88,57602.88,374,169.44,0.091,0,68.33,2.387,211.593,6.559,A,121854,West,Household,12389.76,0.2151,Family
10,5,Smart TV 43 Inch,2021-06-11,54539.55,54539.55,137,398.1,0,0,68.33,2.387,211.593,6.559,A,121854,West,Technology,10350.9,0.1898,Value
10,7,Athletic Shoes,2021-06-11,67735.39,67735.39,201,354.73,0.05,0,68.33,2.387,211.593,6.559,A,121854,West,Apparel,11279.13,0.1665,Value
10,10,First Aid Kit,2021-06-11,41032.98,41032.98,335,126.14,0.029,0,68.33,2.387,211.593,6.559,A,121854,West,Pharmacy,9159.99,0.2232,Value
10,12,Bedding Set,2021-06-11,55161.3,55161.3,71,797.66,0.026,0,68.33,2.387,211.593,6.559,A,121854,West,Home,9875.12,0.179,Value
10,16,Outdoor Play Set,2021-06-11,73242.95,73242.95,361,233.21,0.13,0,68.33,2.387,211.593,6.559,A,121854,West,Toys,16980.92,0.2318,Convenience
10,20,Car Care Kit,2021-06-11,54360.71,54360.71,349,164.31,0.052,0,68.33,2.387,211.593,6.559,A,121854,West,Automotive,9927.62,0.1826,Premium
10,24,Outdoor Lighting,2021-06-11,73001.65,73001.65,328,222.57,0,0,68.33,2.387,211.593,6.559,A,121854,West,Garden,22451.36,0.3075,Family
10,28,Summer Cooler,2021-06-11,48354.36,48354.36,341,143.96,0.015,0,68.33,2.387,211.593,6.559,A,121854,West,Seasonal,8380.58,0.1733,Value
11,1,Great Value Cereal,2021-06-11,8718.61,8718.61,341,26.36,0.03,0,68.33,2.387,211.593,6.559,B,63233,South,Grocery,1831.4,0.2101,Convenience
11,3,Cleaning Starter Kit,2021-06-11,9645.36,9645.36,400,26.5,0.09,0,68.33,2.387,211.593,6.559,B,63233,South,Household,997.78,0.1034,Convenience
11,5,Wireless Headphones,2021-06-11,12747.35,12747.35,143,98.61,0.096,0,68.33,2.387,211.593,6.559,B,63233,South,Technology,3356.86,0.2633,Premium
11,7,Athletic Shoes,2021-06-11,12566.26,12566.26,46,284.27,0.039,0,68.33,2.387,211.593,6.559,B,63233,South,Apparel,3027.08,0.2409,Value
11,10,Vitamin Bundle,2021-06-11,6141.76,6141.76,121,52.49,0.033,0,68.33,2.387,211.593,6.559,B,63233,South,Pharmacy,772.48,0.1258,Premium
11,12,Storage Organizer,2021-06-11,9436.06,9436.06,50,224.67,0.16,0,68.33,2.387,211.593,6.559,B,63233,South,Home,1815.02,0.1923,Family
11,16,Outdoor Play Set,2021-06-11,14776.81,14776.81,332,47.6,0.065,0,68.33,2.387,211.593,6.559,B,63233,South,Toys,1879.99,0.1272,Value
11,20,Car Care Kit,2021-06-11,10644.58,10644.58,310,38.54,0.109,0,68.33,2.387,211.593,6.559,B,63233,South,Automotive,1764.35,0.1658,Premium
11,24,Garden Tool Set,2021-06-11,14864.92,14864.92,299,50.68,0.019,0,68.33,2.387,211.593,6.559,B,63233,South,Garden,2868.98,0.193,Premium
11,28,Back-to-School Kit,2021-06-11,6836.19,6836.19,270,26.08,0.029,0,68.33,2.387,211.593,6.559,B,63233,South,Seasonal,1346.85,0.197,Premium
12,1,Bakery Value Pack,2021-06-11,24388.23,24388.23,343,77.03,0.077,0,68.33,2.387,211.593,6.559,B,65916,Midwest,Grocery,5216.93,0.2139,Family
12,3,Laundry Detergent,2021-06-11,25179.91,25179.91,413,67.97,0.103,0,68.33,2.387,211.593,6.559,B,65916,Midwest,Household,3319.74,0.1318,Value
12,5,Smart TV 43 Inch,2021-06-11,25965.37,25965.37,94,286.84,0.037,0,68.33,2.387,211.593,6.559,B,65916,Midwest,Technology,3670.97,0.1414,Premium
12,7,Winter Jacket,2021-06-11,33244.56,33244.56,101,352.41,0.066,0,68.33,2.387,211.593,6.559,B,65916,Midwest,Apparel,6498.93,0.1955,Premium
12,10,First Aid Kit,2021-06-11,19069.39,19069.39,184,109.67,0.055,0,68.33,2.387,211.593,6.559,B,65916,Midwest,Pharmacy,4242.24,0.2225,Convenience
12,12,Storage Organizer,2021-06-11,23905.71,23905.71,160,154.99,0.036,0,68.33,2.387,211.593,6.559,B,65916,Midwest,Home,4636.61,0.194,Family
12,16,Building Blocks,2021-06-11,32707.41,32707.41,81,430.49,0.062,0,68.33,2.387,211.593,6.559,B,65916,Midwest,Toys,7114.06,0.2175,Convenience
12,20,Car Care Kit,2021-06-11,25770.83,25770.83,235,118.68,0.076,0,68.33,2.387,211.593,6.559,B,65916,Midwest,Automotive,6756.38,0.2622,Premium
12,24,Outdoor Lighting,2021-06-11,39107.56,39107.56,162,259.3,0.069,0,68.33,2.387,211.593,6.559,B,65916,Midwest,Garden,10493.17,0.2683,Premium
12,28,Summer Cooler,2021-06-11,22026.98,22026.98,241,97.13,0.059,0,68.33,2.387,211.593,6.559,B,65916,Midwest,Seasonal,3407.62,0.1547,Premium
13,1,Fresh Produce Bundle,2021-06-11,50216.02,50216.02,209,240.27,0,0,68.33,2.387,211.593,6.559,A,163858,Northeast,Grocery,15587.69,0.3104,Convenience
13,3,Cleaning Starter Kit,2021-06-11,68833.58,68833.58,298,237.39,0.027,0,68.33,2.387,211.593,6.559,A,163858,Northeast,Household,19051.36,0.2768,Value
13,5,Smart TV 43 Inch,2021-06-11,75782.66,75782.66,158,510.25,0.06,0,68.33,2.387,211.593,6.559,A,163858,Northeast,Technology,20009.94,0.264,Value
13,7,Denim Jeans,2021-06-11,81090.57,81090.57,260,345.01,0.096,0,68.33,2.387,211.593,6.559,A,163858,Northeast,Apparel,17625.64,0.2174,Premium
13,10,First Aid Kit,2021-06-11,51830.84,51830.84,68,826.7,0.078,0,68.33,2.387,211.593,6.559,A,163858,Northeast,Pharmacy,9860.67,0.1902,Family
13,12,Cookware Combo,2021-06-11,56624.97,56624.97,104,584.2,0.068,0,68.33,2.387,211.593,6.559,A,163858,Northeast,Home,9471.49,0.1673,Value
13,16,Board Game Pack,2021-06-11,88462.22,88462.22,340,260.44,0.001,0,68.33,2.387,211.593,6.559,A,163858,Northeast,Toys,20049.74,0.2266,Value
13,20,Car Care Kit,2021-06-11,67453.96,67453.96,270,251.59,0.007,0,68.33,2.387,211.593,6.559,A,163858,Northeast,Automotive,18932.69,0.2807,Family
13,24,Garden Tool Set,2021-06-11,99294.65,99294.65,275,383.3,0.058,0,68.33,2.387,211.593,6.559,A,163858,Northeast,Garden,21462.3,0.2161,Convenience
